ResponseID,question,response
R_2UY1qDTBuVV7Yxl,Q5,4.2
R_2UY1qDTBuVV7Yxl,Q6,2.8
R_2UY1qDTBuVV7Yxl,Q7,3.2
R_2UY1qDTBuVV7Yxl,TheLucky_one,4.285714286
R_2UY1qDTBuVV7Yxl,LastFriday_night,4.428571429
R_2UY1qDTBuVV7Yxl,Ghetto_gospel,4.571428571
R_2UY1qDTBuVV7Yxl,Schoolin_life,4.428571429
R_2UY1qDTBuVV7Yxl,Introvert,3.857142857
R_3drUBtaTAYOcWs1,age,2
R_3drUBtaTAYOcWs1,gender,1
R_3drUBtaTAYOcWs1,whereareyoufrom,1
R_3drUBtaTAYOcWs1,timelisteningtomusic,3
R_3drUBtaTAYOcWs1,genderrep,2
R_3drUBtaTAYOcWs1,idealgenderrep,4
R_3drUBtaTAYOcWs1,menrep,2
R_3drUBtaTAYOcWs1,womenrep,2
R_3drUBtaTAYOcWs1,lyrics,2
R_3drUBtaTAYOcWs1,misogynistlyrics,5
R_3drUBtaTAYOcWs1,feministlyrics,2
R_3drUBtaTAYOcWs1,genderrepimportant,2
R_3drUBtaTAYOcWs1,politicallyrics,6
R_3drUBtaTAYOcWs1,FemNeu,1
R_3drUBtaTAYOcWs1,Q1,2.2
R_3drUBtaTAYOcWs1,Q2,3.4
R_3drUBtaTAYOcWs1,Q3,4
R_3drUBtaTAYOcWs1,Q4,2.4
R_3drUBtaTAYOcWs1,Q5,4.6
R_3drUBtaTAYOcWs1,Q6,2.4
R_3drUBtaTAYOcWs1,Q7,4.6
R_3drUBtaTAYOcWs1,The_man,3.857142857
R_3drUBtaTAYOcWs1,Strongeer,3.571428571
R_3drUBtaTAYOcWs1,YouDont_om,3.285714286
R_3drUBtaTAYOcWs1,GoodOl_BC,3
R_3drUBtaTAYOcWs1,Venom,3.142857143
R_42hbkaqDoKVf7Hj,age,2
R_42hbkaqDoKVf7Hj,gender,1
R_42hbkaqDoKVf7Hj,whereareyoufrom,1
R_42hbkaqDoKVf7Hj,timelisteningtomusic,3
R_42hbkaqDoKVf7Hj,genderrep,4
R_42hbkaqDoKVf7Hj,idealgenderrep,7
R_42hbkaqDoKVf7Hj,menrep,2
R_42hbkaqDoKVf7Hj,womenrep,3
R_42hbkaqDoKVf7Hj,lyrics,4
R_42hbkaqDoKVf7Hj,misogynistlyrics,6
R_42hbkaqDoKVf7Hj,feministlyrics,2
R_42hbkaqDoKVf7Hj,genderrepimportant,4
R_42hbkaqDoKVf7Hj,politicallyrics,2
R_42hbkaqDoKVf7Hj,FemNeu,0
R_42hbkaqDoKVf7Hj,Q1,4
R_42hbkaqDoKVf7Hj,Q2,4.2
R_42hbkaqDoKVf7Hj,Q3,4.4
R_42hbkaqDoKVf7Hj,Q4,4
R_42hbkaqDoKVf7Hj,Q5,3.8
R_42hbkaqDoKVf7Hj,Q6,4.6
R_42hbkaqDoKVf7Hj,Q7,3.6
R_42hbkaqDoKVf7Hj,TheLucky_one,4.142857143
R_42hbkaqDoKVf7Hj,LastFriday_night,4.571428571
R_42hbkaqDoKVf7Hj,Work_bitch,4
R_42hbkaqDoKVf7Hj,Schoolin_life,3.142857143
R_42hbkaqDoKVf7Hj,Introvert,4.571428571
R_RqUPNZLV94Xx61P,age,2
R_RqUPNZLV94Xx61P,gender,1
R_RqUPNZLV94Xx61P,whereareyoufrom,2
R_RqUPNZLV94Xx61P,timelisteningtomusic,2
R_RqUPNZLV94Xx61P,genderrep,3
R_RqUPNZLV94Xx61P,idealgenderrep,2
R_RqUPNZLV94Xx61P,menrep,1
R_RqUPNZLV94Xx61P,womenrep,1
R_RqUPNZLV94Xx61P,lyrics,7
R_RqUPNZLV94Xx61P,misogynistlyrics,2
R_RqUPNZLV94Xx61P,feministlyrics,1
R_RqUPNZLV94Xx61P,genderrepimportant,1
R_RqUPNZLV94Xx61P,politicallyrics,5
R_RqUPNZLV94Xx61P,FemNeu,0
R_RqUPNZLV94Xx61P,Q1,5.8
R_RqUPNZLV94Xx61P,Q2,5.2
R_RqUPNZLV94Xx61P,Q3,5.2
R_RqUPNZLV94Xx61P,Q4,3.2
R_RqUPNZLV94Xx61P,Q5,6.8
R_RqUPNZLV94Xx61P,Q6,1.2
R_RqUPNZLV94Xx61P,Q7,2.8
R_RqUPNZLV94Xx61P,WideOpen_spaces,6.142857143
R_RqUPNZLV94Xx61P,Work_bitch,3.714285714
R_RqUPNZLV94Xx61P,ThePartys_over,3.428571429
R_RqUPNZLV94Xx61P,Rainbow,4.428571429
R_RqUPNZLV94Xx61P,Ghetto_gospel,3.857142857
R_2q41UXSuiWMxhaW,age,2
R_2q41UXSuiWMxhaW,gender,0
R_2q41UXSuiWMxhaW,whereareyoufrom,1
R_2q41UXSuiWMxhaW,timelisteningtomusic,1
R_2q41UXSuiWMxhaW,genderrep,3
R_2q41UXSuiWMxhaW,idealgenderrep,7
R_2q41UXSuiWMxhaW,menrep,2
R_2q41UXSuiWMxhaW,womenrep,3
R_2q41UXSuiWMxhaW,lyrics,5
R_2q41UXSuiWMxhaW,misogynistlyrics,6
R_2q41UXSuiWMxhaW,feministlyrics,6
R_2q41UXSuiWMxhaW,genderrepimportant,5
R_2q41UXSuiWMxhaW,politicallyrics,4
R_2q41UXSuiWMxhaW,FemNeu,1
R_2q41UXSuiWMxhaW,Q1,6.4
R_2q41UXSuiWMxhaW,Q2,6.4
R_2q41UXSuiWMxhaW,Q3,5.6
R_2q41UXSuiWMxhaW,Q4,6.4
R_2q41UXSuiWMxhaW,Q5,6.2
R_2q41UXSuiWMxhaW,Q6,1.6
R_2q41UXSuiWMxhaW,Q7,6.2
R_2q41UXSuiWMxhaW,The_man,5.571428571
R_2q41UXSuiWMxhaW,YouDont_om,5.428571429
R_2q41UXSuiWMxhaW,GoodOl_BC,5.285714286
R_2q41UXSuiWMxhaW,KeepYa_HU,5.142857143
R_2q41UXSuiWMxhaW,Venom,6.285714286
R_21bVqLDvLAuKeIH,age,2
R_21bVqLDvLAuKeIH,gender,0
R_21bVqLDvLAuKeIH,whereareyoufrom,1
R_21bVqLDvLAuKeIH,timelisteningtomusic,3
R_21bVqLDvLAuKeIH,genderrep,2
R_21bVqLDvLAuKeIH,idealgenderrep,6
R_21bVqLDvLAuKeIH,menrep,2
R_21bVqLDvLAuKeIH,womenrep,2
R_21bVqLDvLAuKeIH,lyrics,6
R_21bVqLDvLAuKeIH,misogynistlyrics,5
R_21bVqLDvLAuKeIH,feministlyrics,6
R_21bVqLDvLAuKeIH,genderrepimportant,5
R_21bVqLDvLAuKeIH,politicallyrics,2
R_21bVqLDvLAuKeIH,FemNeu,1
R_21bVqLDvLAuKeIH,Q1,5.2
R_21bVqLDvLAuKeIH,Q2,4.6
R_21bVqLDvLAuKeIH,Q3,3.6
R_21bVqLDvLAuKeIH,Q4,4
R_21bVqLDvLAuKeIH,Q5,3.8
R_21bVqLDvLAuKeIH,Q6,7
R_21bVqLDvLAuKeIH,Q7,3.2
R_21bVqLDvLAuKeIH,Roar,3.857142857
R_21bVqLDvLAuKeIH,NotReady_TMN,3.428571429
R_21bVqLDvLAuKeIH,Strongeer,3.714285714
R_21bVqLDvLAuKeIH,Ladies_first,2.857142857
R_21bVqLDvLAuKeIH,Grown_woman,4.285714286
R_TdsVap0isRzhvsB,age,2
R_TdsVap0isRzhvsB,gender,0
R_TdsVap0isRzhvsB,whereareyoufrom,1
R_TdsVap0isRzhvsB,timelisteningtomusic,1
R_TdsVap0isRzhvsB,genderrep,2
R_TdsVap0isRzhvsB,idealgenderrep,7
R_TdsVap0isRzhvsB,menrep,1
R_TdsVap0isRzhvsB,womenrep,3
R_TdsVap0isRzhvsB,lyrics,5
R_TdsVap0isRzhvsB,misogynistlyrics,7
R_TdsVap0isRzhvsB,feministlyrics,6
R_TdsVap0isRzhvsB,genderrepimportant,6
R_TdsVap0isRzhvsB,politicallyrics,4
R_TdsVap0isRzhvsB,FemNeu,0
R_TdsVap0isRzhvsB,Q1,4.4
R_TdsVap0isRzhvsB,Q2,4
R_TdsVap0isRzhvsB,Q3,3.6
R_TdsVap0isRzhvsB,Q4,2.6
R_TdsVap0isRzhvsB,Q5,3.2
R_TdsVap0isRzhvsB,Q6,2.2
R_TdsVap0isRzhvsB,Q7,2.6
R_TdsVap0isRzhvsB,TheLucky_one,3
R_TdsVap0isRzhvsB,LastFriday_night,3.428571429
R_TdsVap0isRzhvsB,WideOpen_spaces,2.714285714
R_TdsVap0isRzhvsB,Detrim_stable,3.142857143
R_TdsVap0isRzhvsB,Rainbow,3.857142857
R_vqNh9yq8dbQKyxX,age,2
R_vqNh9yq8dbQKyxX,gender,0
R_vqNh9yq8dbQKyxX,whereareyoufrom,1
R_vqNh9yq8dbQKyxX,timelisteningtomusic,1
R_vqNh9yq8dbQKyxX,genderrep,6
R_vqNh9yq8dbQKyxX,idealgenderrep,6
R_vqNh9yq8dbQKyxX,menrep,2
R_vqNh9yq8dbQKyxX,womenrep,2
R_vqNh9yq8dbQKyxX,lyrics,5
R_vqNh9yq8dbQKyxX,misogynistlyrics,6
R_vqNh9yq8dbQKyxX,feministlyrics,5
R_vqNh9yq8dbQKyxX,genderrepimportant,3
R_vqNh9yq8dbQKyxX,politicallyrics,1
R_vqNh9yq8dbQKyxX,FemNeu,1
R_vqNh9yq8dbQKyxX,Q1,4.6
R_vqNh9yq8dbQKyxX,Q2,4.4
R_vqNh9yq8dbQKyxX,Q3,4.8
R_vqNh9yq8dbQKyxX,Q4,3.8
R_vqNh9yq8dbQKyxX,Q5,4.2
R_vqNh9yq8dbQKyxX,Q6,4
R_vqNh9yq8dbQKyxX,Q7,4.8
R_vqNh9yq8dbQKyxX,The_man,4.142857143
R_vqNh9yq8dbQKyxX,Roar,3.714285714
R_vqNh9yq8dbQKyxX,NotReady_TMN,3
R_vqNh9yq8dbQKyxX,YouDont_om,5.285714286
R_vqNh9yq8dbQKyxX,KeepYa_HU,5.714285714
R_3w8WAex76wMwDfP,age,2
R_3w8WAex76wMwDfP,gender,0
R_3w8WAex76wMwDfP,whereareyoufrom,1
R_3w8WAex76wMwDfP,timelisteningtomusic,2
R_3w8WAex76wMwDfP,genderrep,4
R_3w8WAex76wMwDfP,idealgenderrep,7
R_3w8WAex76wMwDfP,menrep,1
R_3w8WAex76wMwDfP,womenrep,4
R_3w8WAex76wMwDfP,lyrics,3
R_3w8WAex76wMwDfP,misogynistlyrics,4
R_3w8WAex76wMwDfP,feministlyrics,4
R_3w8WAex76wMwDfP,genderrepimportant,4
R_3w8WAex76wMwDfP,politicallyrics,2
R_3w8WAex76wMwDfP,FemNeu,0
R_3w8WAex76wMwDfP,Q1,4.8
R_3w8WAex76wMwDfP,Q2,5
R_3w8WAex76wMwDfP,Q3,4.8
R_3w8WAex76wMwDfP,Q4,4
R_3w8WAex76wMwDfP,Q5,5
R_3w8WAex76wMwDfP,Q6,6
R_3w8WAex76wMwDfP,Q7,4.8
R_3w8WAex76wMwDfP,LastFriday_night,4.285714286
R_3w8WAex76wMwDfP,Work_bitch,5.714285714
R_3w8WAex76wMwDfP,ThePartys_over,3.857142857
R_3w8WAex76wMwDfP,Schoolin_life,4.714285714
R_3w8WAex76wMwDfP,Introvert,3.142857143
R_3hF2EKzQdfZnJBh,age,2
R_3hF2EKzQdfZnJBh,gender,0
R_3hF2EKzQdfZnJBh,whereareyoufrom,2
R_3hF2EKzQdfZnJBh,timelisteningtomusic,2
R_3hF2EKzQdfZnJBh,genderrep,6
R_3hF2EKzQdfZnJBh,idealgenderrep,6
R_3hF2EKzQdfZnJBh,menrep,2
R_3hF2EKzQdfZnJBh,womenrep,2
R_3hF2EKzQdfZnJBh,lyrics,7
R_3hF2EKzQdfZnJBh,misogynistlyrics,2
R_3hF2EKzQdfZnJBh,feministlyrics,2
R_3hF2EKzQdfZnJBh,genderrepimportant,2
R_3hF2EKzQdfZnJBh,politicallyrics,4
R_3hF2EKzQdfZnJBh,FemNeu,0
R_3hF2EKzQdfZnJBh,Q1,4.4
R_3hF2EKzQdfZnJBh,Q2,4.4
R_3hF2EKzQdfZnJBh,Q3,3.6
R_3hF2EKzQdfZnJBh,Q4,4.2
R_3hF2EKzQdfZnJBh,Q5,3.8
R_3hF2EKzQdfZnJBh,Q6,2.6
R_3hF2EKzQdfZnJBh,Q7,3.6
R_3hF2EKzQdfZnJBh,TheLucky_one,2.571428571
R_3hF2EKzQdfZnJBh,WideOpen_spaces,4.142857143
R_3hF2EKzQdfZnJBh,ThePartys_over,3.714285714
R_3hF2EKzQdfZnJBh,Rainbow,4.428571429
R_3hF2EKzQdfZnJBh,Introvert,4.142857143
R_12zFDyxScHpsknX,age,2
R_12zFDyxScHpsknX,gender,0
R_12zFDyxScHpsknX,whereareyoufrom,4
R_12zFDyxScHpsknX,timelisteningtomusic,2
R_12zFDyxScHpsknX,genderrep,2
R_12zFDyxScHpsknX,idealgenderrep,7
R_12zFDyxScHpsknX,menrep,5
R_12zFDyxScHpsknX,womenrep,6
R_12zFDyxScHpsknX,lyrics,6
R_12zFDyxScHpsknX,misogynistlyrics,5
R_12zFDyxScHpsknX,feministlyrics,6
R_12zFDyxScHpsknX,genderrepimportant,7
R_12zFDyxScHpsknX,politicallyrics,6
R_12zFDyxScHpsknX,FemNeu,1
R_12zFDyxScHpsknX,Q1,6
R_12zFDyxScHpsknX,Q2,4.8
R_12zFDyxScHpsknX,Q3,4.8
R_12zFDyxScHpsknX,Q4,5.8
R_12zFDyxScHpsknX,Q5,5.6
R_12zFDyxScHpsknX,Q6,1.4
R_12zFDyxScHpsknX,Q7,5.4
R_12zFDyxScHpsknX,Roar,4.571428571
R_12zFDyxScHpsknX,NotReady_TMN,5
R_12zFDyxScHpsknX,Strongeer,5.142857143
R_12zFDyxScHpsknX,KeepYa_HU,4.714285714
R_12zFDyxScHpsknX,Venom,4.714285714
R_3PQOMNgrsFptYKf,age,2
R_3PQOMNgrsFptYKf,gender,1
R_3PQOMNgrsFptYKf,whereareyoufrom,1
R_3PQOMNgrsFptYKf,timelisteningtomusic,4
R_3PQOMNgrsFptYKf,genderrep,3
R_3PQOMNgrsFptYKf,idealgenderrep,5
R_3PQOMNgrsFptYKf,menrep,1
R_3PQOMNgrsFptYKf,womenrep,1
R_3PQOMNgrsFptYKf,lyrics,6
R_3PQOMNgrsFptYKf,misogynistlyrics,7
R_3PQOMNgrsFptYKf,feministlyrics,4
R_3PQOMNgrsFptYKf,genderrepimportant,5
R_3PQOMNgrsFptYKf,politicallyrics,2
R_3PQOMNgrsFptYKf,FemNeu,0
R_3PQOMNgrsFptYKf,Q1,4.6
R_3PQOMNgrsFptYKf,Q2,4.8
R_3PQOMNgrsFptYKf,Q3,5.2
R_3PQOMNgrsFptYKf,Q4,2
R_3PQOMNgrsFptYKf,Q5,4.6
R_3PQOMNgrsFptYKf,Q6,1.6
R_3PQOMNgrsFptYKf,Q7,2.4
R_3PQOMNgrsFptYKf,WideOpen_spaces,3.714285714
R_3PQOMNgrsFptYKf,Work_bitch,3.571428571
R_3PQOMNgrsFptYKf,ThePartys_over,3.285714286
R_3PQOMNgrsFptYKf,Detrim_stable,4
R_3PQOMNgrsFptYKf,Rainbow,3.428571429
R_2tm8hcTsobyuQv0,age,2
R_2tm8hcTsobyuQv0,gender,1
R_2tm8hcTsobyuQv0,whereareyoufrom,1
R_2tm8hcTsobyuQv0,timelisteningtomusic,4
R_2tm8hcTsobyuQv0,genderrep,2
R_2tm8hcTsobyuQv0,idealgenderrep,6
R_2tm8hcTsobyuQv0,menrep,2
R_2tm8hcTsobyuQv0,womenrep,2
R_2tm8hcTsobyuQv0,lyrics,5
R_2tm8hcTsobyuQv0,misogynistlyrics,2
R_2tm8hcTsobyuQv0,feministlyrics,2
R_2tm8hcTsobyuQv0,genderrepimportant,2
R_2tm8hcTsobyuQv0,politicallyrics,3
R_2tm8hcTsobyuQv0,FemNeu,1
R_2tm8hcTsobyuQv0,Q1,3.2
R_2tm8hcTsobyuQv0,Q2,4.6
R_2tm8hcTsobyuQv0,Q3,4
R_2tm8hcTsobyuQv0,Q4,3.8
R_2tm8hcTsobyuQv0,Q5,5.2
R_2tm8hcTsobyuQv0,Q6,1.8
R_2tm8hcTsobyuQv0,Q7,5.2
R_2tm8hcTsobyuQv0,The_man,4.142857143
R_2tm8hcTsobyuQv0,Roar,4.714285714
R_2tm8hcTsobyuQv0,YouDont_om,3.857142857
R_2tm8hcTsobyuQv0,GoodOl_BC,3.428571429
R_2tm8hcTsobyuQv0,Grown_woman,3.714285714
R_6FZZGctQnSDr2fL,age,2
R_6FZZGctQnSDr2fL,gender,1
R_6FZZGctQnSDr2fL,whereareyoufrom,1
R_6FZZGctQnSDr2fL,timelisteningtomusic,3
R_6FZZGctQnSDr2fL,genderrep,1
R_6FZZGctQnSDr2fL,idealgenderrep,4
R_6FZZGctQnSDr2fL,menrep,5
R_6FZZGctQnSDr2fL,womenrep,4
R_6FZZGctQnSDr2fL,lyrics,6
R_6FZZGctQnSDr2fL,misogynistlyrics,2
R_6FZZGctQnSDr2fL,feministlyrics,2
R_6FZZGctQnSDr2fL,genderrepimportant,1
R_6FZZGctQnSDr2fL,politicallyrics,4
R_6FZZGctQnSDr2fL,FemNeu,0
R_6FZZGctQnSDr2fL,Q1,4.4
R_6FZZGctQnSDr2fL,Q2,6
R_6FZZGctQnSDr2fL,Q3,4
R_6FZZGctQnSDr2fL,Q4,3.6
R_6FZZGctQnSDr2fL,Q5,4.6
R_6FZZGctQnSDr2fL,Q6,7
R_6FZZGctQnSDr2fL,Q7,1
R_6FZZGctQnSDr2fL,TheLucky_one,3
R_6FZZGctQnSDr2fL,LastFriday_night,4.142857143
R_6FZZGctQnSDr2fL,Ghetto_gospel,3.428571429
R_6FZZGctQnSDr2fL,Schoolin_life,3.142857143
R_6FZZGctQnSDr2fL,Introvert,3.857142857
R_2wizvKLKK55jvKA,age,2
R_2wizvKLKK55jvKA,gender,1
R_2wizvKLKK55jvKA,whereareyoufrom,4
R_2wizvKLKK55jvKA,timelisteningtomusic,3
R_2wizvKLKK55jvKA,genderrep,2
R_2wizvKLKK55jvKA,idealgenderrep,7
R_2wizvKLKK55jvKA,menrep,6
R_2wizvKLKK55jvKA,womenrep,6
R_2wizvKLKK55jvKA,lyrics,4
R_2wizvKLKK55jvKA,misogynistlyrics,5
R_2wizvKLKK55jvKA,feministlyrics,3
R_2wizvKLKK55jvKA,genderrepimportant,6
R_2wizvKLKK55jvKA,politicallyrics,5
R_2wizvKLKK55jvKA,FemNeu,1
R_2wizvKLKK55jvKA,Q1,4
R_2wizvKLKK55jvKA,Q2,4
R_2wizvKLKK55jvKA,Q3,3.8
R_2wizvKLKK55jvKA,Q4,4
R_2wizvKLKK55jvKA,Q5,4.8
R_2wizvKLKK55jvKA,Q6,6
R_2wizvKLKK55jvKA,Q7,5
R_2wizvKLKK55jvKA,Roar,4
R_2wizvKLKK55jvKA,NotReady_TMN,3.428571429
R_2wizvKLKK55jvKA,Ladies_first,3.714285714
R_2wizvKLKK55jvKA,KeepYa_HU,4.285714286
R_2wizvKLKK55jvKA,Grown_woman,4.285714286
R_2U3YEx5a9e8ri31,age,2
R_2U3YEx5a9e8ri31,gender,0
R_2U3YEx5a9e8ri31,whereareyoufrom,1
R_2U3YEx5a9e8ri31,timelisteningtomusic,2
R_2U3YEx5a9e8ri31,genderrep,1
R_2U3YEx5a9e8ri31,idealgenderrep,7
R_2U3YEx5a9e8ri31,menrep,2
R_2U3YEx5a9e8ri31,womenrep,4
R_2U3YEx5a9e8ri31,lyrics,5
R_2U3YEx5a9e8ri31,misogynistlyrics,7
R_2U3YEx5a9e8ri31,feministlyrics,5
R_2U3YEx5a9e8ri31,genderrepimportant,5
R_2U3YEx5a9e8ri31,politicallyrics,4
R_2U3YEx5a9e8ri31,FemNeu,0
R_2U3YEx5a9e8ri31,Q1,4.6
R_2U3YEx5a9e8ri31,Q2,3.6
R_2U3YEx5a9e8ri31,Q3,3.2
R_2U3YEx5a9e8ri31,Q4,4
R_2U3YEx5a9e8ri31,Q5,4.2
R_2U3YEx5a9e8ri31,Q6,6
R_2U3YEx5a9e8ri31,Q7,2.2
R_2U3YEx5a9e8ri31,LastFriday_night,3.142857143
R_2U3YEx5a9e8ri31,ThePartys_over,3.285714286
R_2U3YEx5a9e8ri31,Ghetto_gospel,3.714285714
R_2U3YEx5a9e8ri31,Schoolin_life,4.142857143
R_2U3YEx5a9e8ri31,Introvert,2.714285714
R_3iDr0kb2bV4Hja3,age,2
R_3iDr0kb2bV4Hja3,gender,1
R_3iDr0kb2bV4Hja3,whereareyoufrom,1
R_3iDr0kb2bV4Hja3,timelisteningtomusic,4
R_3iDr0kb2bV4Hja3,genderrep,7
R_3iDr0kb2bV4Hja3,idealgenderrep,1
R_3iDr0kb2bV4Hja3,menrep,7
R_3iDr0kb2bV4Hja3,womenrep,7
R_3iDr0kb2bV4Hja3,lyrics,7
R_3iDr0kb2bV4Hja3,misogynistlyrics,1
R_3iDr0kb2bV4Hja3,feministlyrics,7
R_3iDr0kb2bV4Hja3,genderrepimportant,1
R_3iDr0kb2bV4Hja3,politicallyrics,1
R_3iDr0kb2bV4Hja3,FemNeu,1
R_3iDr0kb2bV4Hja3,Q1,1
R_3iDr0kb2bV4Hja3,Q2,1
R_3iDr0kb2bV4Hja3,Q3,1
R_3iDr0kb2bV4Hja3,Q4,1
R_3iDr0kb2bV4Hja3,Q5,1
R_3iDr0kb2bV4Hja3,Q6,7
R_3iDr0kb2bV4Hja3,Q7,1
R_3iDr0kb2bV4Hja3,NotReady_TMN,1
R_3iDr0kb2bV4Hja3,Strongeer,1
R_3iDr0kb2bV4Hja3,Ladies_first,1
R_3iDr0kb2bV4Hja3,KeepYa_HU,1
R_3iDr0kb2bV4Hja3,Venom,1
R_10DCKccI9ceYFCU,age,2
R_10DCKccI9ceYFCU,gender,0
R_10DCKccI9ceYFCU,whereareyoufrom,1
R_10DCKccI9ceYFCU,timelisteningtomusic,3
R_10DCKccI9ceYFCU,genderrep,2
R_10DCKccI9ceYFCU,idealgenderrep,7
R_10DCKccI9ceYFCU,menrep,2
R_10DCKccI9ceYFCU,womenrep,6
R_10DCKccI9ceYFCU,lyrics,5
R_10DCKccI9ceYFCU,misogynistlyrics,6
R_10DCKccI9ceYFCU,feministlyrics,1
R_10DCKccI9ceYFCU,genderrepimportant,6
R_10DCKccI9ceYFCU,politicallyrics,4
R_10DCKccI9ceYFCU,FemNeu,1
R_10DCKccI9ceYFCU,Q1,5.8
R_10DCKccI9ceYFCU,Q2,4.6
R_10DCKccI9ceYFCU,Q3,4.4
R_10DCKccI9ceYFCU,Q4,4.4
R_10DCKccI9ceYFCU,Q5,5
R_10DCKccI9ceYFCU,Q6,7
R_10DCKccI9ceYFCU,Q7,4.8
R_10DCKccI9ceYFCU,The_man,4.285714286
R_10DCKccI9ceYFCU,NotReady_TMN,3.285714286
R_10DCKccI9ceYFCU,Ladies_first,4
R_10DCKccI9ceYFCU,GoodOl_BC,4.857142857
R_10DCKccI9ceYFCU,KeepYa_HU,5
R_RjX4MzKXhpbUP8B,age,2
R_RjX4MzKXhpbUP8B,gender,0
R_RjX4MzKXhpbUP8B,whereareyoufrom,1
R_RjX4MzKXhpbUP8B,timelisteningtomusic,2
R_RjX4MzKXhpbUP8B,genderrep,6
R_RjX4MzKXhpbUP8B,idealgenderrep,7
R_RjX4MzKXhpbUP8B,menrep,4
R_RjX4MzKXhpbUP8B,womenrep,4
R_RjX4MzKXhpbUP8B,lyrics,5
R_RjX4MzKXhpbUP8B,misogynistlyrics,3
R_RjX4MzKXhpbUP8B,feministlyrics,2
R_RjX4MzKXhpbUP8B,genderrepimportant,3
R_RjX4MzKXhpbUP8B,politicallyrics,2
R_RjX4MzKXhpbUP8B,FemNeu,0
R_RjX4MzKXhpbUP8B,Q1,4.6
R_RjX4MzKXhpbUP8B,Q2,4.8
R_RjX4MzKXhpbUP8B,Q3,4.8
R_RjX4MzKXhpbUP8B,Q4,4.8
R_RjX4MzKXhpbUP8B,Q5,4.4
R_RjX4MzKXhpbUP8B,Q6,6
R_RjX4MzKXhpbUP8B,Q7,2.6
R_RjX4MzKXhpbUP8B,TheLucky_one,4
R_RjX4MzKXhpbUP8B,WideOpen_spaces,4.428571429
R_RjX4MzKXhpbUP8B,Work_bitch,3.428571429
R_RjX4MzKXhpbUP8B,Detrim_stable,4
R_RjX4MzKXhpbUP8B,Rainbow,4.142857143
R_1M4i32eem2IkaCc,age,2
R_1M4i32eem2IkaCc,gender,0
R_1M4i32eem2IkaCc,whereareyoufrom,1
R_1M4i32eem2IkaCc,timelisteningtomusic,3
R_1M4i32eem2IkaCc,genderrep,2
R_1M4i32eem2IkaCc,idealgenderrep,5
R_1M4i32eem2IkaCc,menrep,1
R_1M4i32eem2IkaCc,womenrep,1
R_1M4i32eem2IkaCc,lyrics,5
R_1M4i32eem2IkaCc,misogynistlyrics,3
R_1M4i32eem2IkaCc,feministlyrics,4
R_1M4i32eem2IkaCc,genderrepimportant,2
R_1M4i32eem2IkaCc,politicallyrics,2
R_1M4i32eem2IkaCc,FemNeu,1
R_1M4i32eem2IkaCc,Q1,5.6
R_1M4i32eem2IkaCc,Q2,3.8
R_1M4i32eem2IkaCc,Q3,4.8
R_1M4i32eem2IkaCc,Q4,5.2
R_1M4i32eem2IkaCc,Q5,5.2
R_1M4i32eem2IkaCc,Q6,6
R_1M4i32eem2IkaCc,Q7,5.6
R_1M4i32eem2IkaCc,The_man,4.857142857
R_1M4i32eem2IkaCc,Roar,2.571428571
R_1M4i32eem2IkaCc,Ladies_first,5.857142857
R_1M4i32eem2IkaCc,GoodOl_BC,4.571428571
R_1M4i32eem2IkaCc,Grown_woman,5.142857143
R_30vK5r5ADwaYugx,age,2
R_30vK5r5ADwaYugx,gender,1
R_30vK5r5ADwaYugx,whereareyoufrom,1
R_30vK5r5ADwaYugx,timelisteningtomusic,2
R_30vK5r5ADwaYugx,genderrep,2
R_30vK5r5ADwaYugx,idealgenderrep,6
R_30vK5r5ADwaYugx,menrep,2
R_30vK5r5ADwaYugx,womenrep,2
R_30vK5r5ADwaYugx,lyrics,5
R_30vK5r5ADwaYugx,misogynistlyrics,3
R_30vK5r5ADwaYugx,feministlyrics,5
R_30vK5r5ADwaYugx,genderrepimportant,3
R_30vK5r5ADwaYugx,politicallyrics,6
R_30vK5r5ADwaYugx,FemNeu,1
R_30vK5r5ADwaYugx,Q1,5.6
R_30vK5r5ADwaYugx,Q2,5
R_30vK5r5ADwaYugx,Q3,4
R_30vK5r5ADwaYugx,Q4,4.8
R_30vK5r5ADwaYugx,Q5,6
R_30vK5r5ADwaYugx,Q6,2.6
R_30vK5r5ADwaYugx,Q7,5
R_30vK5r5ADwaYugx,Roar,4.571428571
R_30vK5r5ADwaYugx,NotReady_TMN,4
R_30vK5r5ADwaYugx,YouDont_om,4.285714286
R_30vK5r5ADwaYugx,GoodOl_BC,5.285714286
R_30vK5r5ADwaYugx,KeepYa_HU,5.428571429
R_1HqMZJPNscj7b12,age,2
R_1HqMZJPNscj7b12,gender,0
R_1HqMZJPNscj7b12,whereareyoufrom,1
R_1HqMZJPNscj7b12,timelisteningtomusic,4
R_1HqMZJPNscj7b12,genderrep,1
R_1HqMZJPNscj7b12,idealgenderrep,7
R_1HqMZJPNscj7b12,menrep,3
R_1HqMZJPNscj7b12,womenrep,7
R_1HqMZJPNscj7b12,lyrics,7
R_1HqMZJPNscj7b12,misogynistlyrics,7
R_1HqMZJPNscj7b12,feministlyrics,7
R_1HqMZJPNscj7b12,genderrepimportant,7
R_1HqMZJPNscj7b12,politicallyrics,7
R_1HqMZJPNscj7b12,FemNeu,1
R_1HqMZJPNscj7b12,Q1,6.2
